id tweet,date,text,lang,app,author,id author,name,description,location,created at,author url,description urls,profile image url,followers,following,tweets,relation,user retweeted,tweet hashtags,tweet urls,media keys,id tweet retweeted,media types,media urls,retrieved at
1592923468538183680,2022-11-16 16:52:04,RT @RadioTimes: #Warzone2 best guns: Pro player @Jukeyz shares his picks  https://t.co/HreWMtxmYq https://t.co/YQi3PaQLOS,en,Twitter Web App,RadioTimesGames,1367816842463567878,Radio Times Gaming,The home of gaming content on @RadioTimes.com. Daily updates on the biggest games and upcoming releases.,None,2021-03-05 12:38:55,['https://t.co/UFaqaNoaOm'],None,https://pbs.twimg.com/profile_images/1389548231521099777/g2_mp9mc_normal.jpg,231,30,289,retweeted,RadioTimes,['Warzone2'],"['https://www.radiotimes.com/technology/gaming/warzone-2-best-guns-exclusive/', 'https://twitter.com/RadioTimes/status/1592917931905908736/photo/1']",['3_1592917921617309696'],1592917931905908736,['photo'],['https://pbs.twimg.com/media/FhsuaPpacAAPMAu.jpg'],2022-11-16 16:58:50
1592923466327822336,2022-11-16 16:52:04,check it out! #MadeOnFiverr  modern minimalist  luxury logo design 👇👇👇   https://t.co/5sIWpayrLQ    #Teoscar #Trudeau #Warzone2 #wednesdaythought #MAGAGA #Winker #WednesdayMotivation #atinyday #Dipoto #Haniger #Ukrainian https://t.co/RyQs5iVHHB,en,Twitter Web App,sajjadh21749615,1337131923957682176,bluegp,love art and design,dhaka,2020-12-10 20:28:00,None,None,https://pbs.twimg.com/profile_images/1343312317518213120/nZkIlK1a_normal.jpg,21,114,325,tweet,None,"['MadeOnFiverr', 'Teoscar', 'Trudeau', 'Warzone2', 'wednesdaythought', 'MAGAGA', 'Winker', 'WednesdayMotivation', 'atinyday', 'Dipoto', 'Haniger', 'Ukrainian']","['https://fiverr.com/share/gN8j8E', 'https://twitter.com/sajjadh21749615/status/1592923466327822336/photo/1']",['3_1592923427949924356'],,['photo'],['https://pbs.twimg.com/media/FhszawVaUAQ0fhk.jpg'],2022-11-16 16:58:50
1592923469288595457,2022-11-16 16:52:04,#Warzone2 let gooo 🔥🔥🔥🔥,en,Twitter for iPhone,RAQUANLILBABY,2214698506,💕🏁👳🏾‍♂️راكان Baby,,"Atlanta, GA",2013-12-08 22:08:33,['https://t.co/8SVjqJu9wZ'],None,https://pbs.twimg.com/profile_images/1592203924831969281/fjWKPniF_normal.jpg,12805,7169,84787,tweet,None,['Warzone2'],None,[],,[],[],2022-11-16 16:58:50
1592923464310353920,2022-11-16 16:52:03,RT @CallofDuty: Drop a 🪂 in the replies if you’re jumping into #Warzone2 today.,en,Twitter for iPhone,ltzMythz,4833581982,ItzMythz,26 | Content Creators will try too  | Twitch Affiliate  | https://t.co/Ld35zlGlG7,None,2016-01-30 05:49:53,None,['http://twitch.tv/itzmythz'],https://pbs.twimg.com/profile_images/1588065486369042432/B1ffnvmu_normal.jpg,443,505,3435,retweeted,CallofDuty,['Warzone2'],None,[],1592910365641383936,[],[],2022-11-16 16:58:50
1592923452109119488,2022-11-16 16:52:00,Goodbye Warzone.  See you at 1:00PM EST today for Warzone 2.  #GoodbyeWarzone #Warzone2 #WarzoneLegacy https://t.co/aKvhum7cJA,en,Twitter Web App,kenzanite,903343361356156928,Kenzanite,Twitch Streamer • Musician • Sea of Thieves Pirate,Canada,2017-08-31 19:46:55,['https://t.co/er5jMM2ckh'],['http://twitch.tv/itzmythz'],https://pbs.twimg.com/profile_images/1335028221176410113/V1jdW55j_normal.jpg,943,626,2873,tweet,None,"['GoodbyeWarzone', 'Warzone2', 'WarzoneLegacy']",['https://twitter.com/kenzanite/status/1592923452109119488/video/1'],['7_1592923258986401795'],,['video'],['https://pbs.twimg.com/ext_tw_video_thumb/1592923258986401795/pu/img/W1aB-dUpe7QgaUUj.jpg'],2022-11-16 16:58:50
1592923450146172928,2022-11-16 16:52:00,RT @ModernWarzone: Quads is the only playlist currently available in #Warzone2.,en,Twitter for iPad,BergeauxStormie,722865546107035648,Stormie Bergeaux 🎮🦃🍂🍁🍂,Pc and PS4 Gamer Youtube channel is EnderFrost2 twitch channel is FlashFrost12 i’m a she/her,None,2016-04-20 19:12:31,None,None,https://pbs.twimg.com/profile_images/1586914230330064896/lKgS6J_L_normal.jpg,377,1292,46425,retweeted,ModernWarzone,['Warzone2'],None,[],1592882105801117697,[],[],2022-11-16 16:58:50
1592923432022609921,2022-11-16 16:51:55,RT @RadioTimes: #Warzone2 best guns: Pro player @Jukeyz shares his picks  https://t.co/HreWMtxmYq https://t.co/YQi3PaQLOS,en,Twitter Web App,robleane,22248829,Rob Leane,Gaming Editor at https://t.co/hUNAT2Ut5k. Checker of @PringlesPrices. Quite tall.,"London, England",2009-02-28 11:45:00,['https://t.co/EmlfUR3FHk'],['http://RadioTimes.com'],https://pbs.twimg.com/profile_images/1533012502019178496/PWewEhsO_normal.jpg,1635,4681,14933,retweeted,RadioTimes,['Warzone2'],"['https://www.radiotimes.com/technology/gaming/warzone-2-best-guns-exclusive/', 'https://twitter.com/RadioTimes/status/1592917931905908736/photo/1']",['3_1592917921617309696'],1592917931905908736,['photo'],['https://pbs.twimg.com/media/FhsuaPpacAAPMAu.jpg'],2022-11-16 16:58:50
1592923417883574272,2022-11-16 16:51:52,19 Uhr live swaps warzone 2 und reaction #Warzone2 #fifa23 #twitchstreamer,en,Twitter for iPhone,Blvckgamingoff7,1237452625622294535,Blvckgmg,♠Gamer🎮 |26| FIFA 21 Content |NBA 2k21 | & vieles mehr |,"Köln, Deutschland",2020-03-10 18:58:13,None,None,https://pbs.twimg.com/profile_images/1359960590295441408/J0xAt6_h_normal.jpg,34,124,569,tweet,None,"['Warzone2', 'fifa23', 'twitchstreamer']",None,[],,[],[],2022-11-16 16:58:50
1592923414746271744,2022-11-16 16:51:51,Why is my warzone 2 say locked even tho I’ve done all@updates and downloads help  #Warzone2,en,Twitter for iPhone,SamuraiJacckSol,1288918727078154245,Samuraijack.Sol,Crypto Hodler 📈 NFT https://t.co/ERWycl7xaD 🇬🇧.    Nothing I Tweet Is Financial Advise 🤓 Wagmi Baby 😎,Somewhere?,2020-07-30 19:25:55,None,['http://Fiend.London'],https://pbs.twimg.com/profile_images/1589006781157703681/xPh1Zs-z_normal.jpg,1104,4383,2394,tweet,None,['Warzone2'],None,[],,[],[],2022-11-16 16:58:50
1592923404788985856,2022-11-16 16:51:49,"@shalev_michal @ayalabengvir מי שרוצה אנונימיות  שישמור על צנעה ועל פיו. ""נאה דורש נאה מקיים""  *ואין קשר להיותה נושאת אקדח, אם הייתי גרה בקסבה של חברון עם 6 ילדים גם אני כנראה הייתי נוהגת כמוה. ההבדל שאני בחיים לא הייתי מסכנת במודע את ילדיי באופן שהיא עושה!  #Warzone2",iw,Twitter Web App,bad_miri,750277808,🍃 M i r i🍃,♧ ▪︎_▪︎ ♧,  NeverLand,2012-08-10 23:51:51,None,None,https://pbs.twimg.com/profile_images/1576018863178891264/j_iQCT-A_normal.jpg,1929,845,98468,replied_to,None,['Warzone2'],None,[],,[],[],2022-11-16 16:58:50
1592923387856228352,2022-11-16 16:51:45,ITS FINALLY HERE!!!! . Live all day at  https://t.co/ltInjwHbWb . Link in bio! Let’s get some wins! . . #warzone #warzone2 #cod #callofduty #smallstreamer #youtubegaming https://t.co/qcUhSAf1Ld,en,Instagram,ironmikefps,1550735896680583175,Iron Mike Gaming,I lift weights and I play video games 💪🏻🤘🏻 https://t.co/IJOCAVeaLd,"Bentonville, AR",2022-07-23 06:53:52,['https://t.co/DQpBUYfduh'],['http://twitch.tv/ironmikefps'],https://pbs.twimg.com/profile_images/1578272755744645120/9RgxsVML_normal.jpg,135,170,332,tweet,None,"['warzone', 'warzone2', 'cod', 'callofduty', 'smallstreamer', 'youtubegaming']","['http://YouTube.com/@ironmikegaming', 'https://www.instagram.com/p/ClB3i4zueGz/?igshid=YTgzYjQ4ZTY=']",[],,[],[],2022-11-16 16:58:50
1592923382693388288,2022-11-16 16:51:44,Warzone 2.0 it’s now with me!!!   https://t.co/PIoqFyGT14  #twitch #MWII #Warzone2 https://t.co/YMclQcFbCS,en,Twitter for iPhone,CrazyGirl649,1361003781027151875,CrazyGirl649,Hi 👋🏻 https://t.co/RnOaNOStFc | Fr/En | (green/pink) Captura Artist #TennoCreate | XB: CrazyGirl649 @playwarframe  📧: Liberty649@hotmail.com,Montréal,2021-02-14 17:26:17,['https://t.co/HyykpTCRj9'],['http://twitch.tv/crazygirl649'],https://pbs.twimg.com/profile_images/1589686622597128195/5pz9bhPj_normal.jpg,286,169,1533,tweet,None,"['twitch', 'MWII', 'Warzone2']","['https://www.twitch.tv/crazygirl649', 'https://twitter.com/CrazyGirl649/status/1592923382693388288/photo/1']",['3_1592923374673661952'],,['photo'],['https://pbs.twimg.com/media/FhszXp3XEAAd6LZ.jpg'],2022-11-16 16:58:50
1592923385918410755,2022-11-16 16:51:44,La Map est stylé #MWII #Warzone2,fr,Twitter for Android,Diboye__,2458032933,Diboye ™🇹🇬🇸🇳,✒️,Paris,2014-04-03 18:53:05,None,None,https://pbs.twimg.com/profile_images/1592192098119344186/gtemGx4w_normal.jpg,1514,258,186346,tweet,None,"['MWII', 'Warzone2']",None,[],,[],[],2022-11-16 16:58:50
1592923377681190913,2022-11-16 16:51:42,RT @CallofDuty: #Warzone2 drops today 🪂  ⓘ 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹 𝘀𝗼𝘂𝗿𝗰𝗲𝘀 𝘀𝘁𝗮𝘁𝗲𝗱 𝘁𝗵𝗮𝘁 𝗶𝘀 𝘁𝗿𝘂𝗲,en,Twitter for Android,elericksoyio,1054848774865076224,ConquerorSpeedy,Not magnetic or mythical just suburban and typical no mystery with no great capabilities. 👁️♥️🍑,Your pussy,2018-10-23 21:35:20,None,None,https://pbs.twimg.com/profile_images/1356115465056215042/86Qds0Pp_normal.jpg,71,419,10669,retweeted,CallofDuty,['Warzone2'],None,[],1592881063323668481,[],[],2022-11-16 16:58:50
1592923377702141954,2022-11-16 16:51:42,"RT @CallofDutyUK: Tonight, we're dropping here again 🪂 #Warzone2 https://t.co/Dw1r0qyGkN",en,Twitter for iPhone,steezyrax,1577158951275307008,Steezyrax,twitch streamer 👾  socials linked below 👇🏽,None,2022-10-04 04:49:39,['https://t.co/MjwLRZR3cP'],['http://twitch.tv/crazygirl649'],https://pbs.twimg.com/profile_images/1577159022733574145/hUxDWkpA_normal.jpg,48,76,122,retweeted,CallofDutyUK,['Warzone2'],"['https://twitter.com/CallofDutyUK/status/1592839834359697410/photo/1', 'https://twitter.com/CallofDutyUK/status/1592839834359697410/photo/1', 'https://twitter.com/CallofDutyUK/status/1592839834359697410/photo/1', 'https://twitter.com/CallofDutyUK/status/1592839834359697410/photo/1']","['3_1592839538925264899', '3_1592839539046977538', '3_1592839539252404225', '3_1592839591127654403']",1592839834359697410,"['photo', 'photo', 'photo', 'photo']","['https://pbs.twimg.com/media/FhrnHxXWYAMY1kO.jpg', 'https://pbs.twimg.com/media/FhrnHx0XkAIgKV-.jpg', 'https://pbs.twimg.com/media/FhrnHylWIAE0xaC.jpg', 'https://pbs.twimg.com/media/FhrnKz1XoAMrYED.jpg']",2022-11-16 16:58:50
1592923377479868416,2022-11-16 16:51:42,RT @CallofDuty: A new era begins. See you in Al Mazrah 🪂  #Warzone2 is free-to-play 🔥 https://t.co/4JVI85UvBT,en,Twitter for iPhone,PastorDubbb,552246866,PastorDubbb ᵛᶦᶦ,God First | Content Creator for @ProjectVll | @ChampionUSA x @HyperX | Partnered W/@fruitlabuk🍋🍊| 10.25.18 👼🏻 03.18.19 👼🏻,"Tennessee, USA",2012-04-12 23:14:23,['https://t.co/MIAqlMYFbl'],None,https://pbs.twimg.com/profile_images/1554237229551304711/QUj3iRef_normal.jpg,943,143,25100,retweeted,CallofDuty,['Warzone2'],['https://twitter.com/CallofDuty/status/1592681441367687168/video/1'],['13_1592680453634330624'],1592681441367687168,['video'],['https://pbs.twimg.com/media/FhpXOMhUcAAKrVI.jpg'],2022-11-16 16:58:50
1592923369070301186,2022-11-16 16:51:40,United Arab Emirates vs Argentina      https://t.co/8VqWMfPVXI    #Argentina  #Warzone2 #GBBO #Trump2024 #MAGAGA #PMQs #RippleSwell    #UkraineRussiaWar #에이티즈 #JEONGHAN #RedVelvet    Oman vs Germany  https://t.co/Zlrc2qJWkh https://t.co/76bYo4tZ1Z,en,Twitter Web App,BayernMunich_TV,1554000158828167168,Bayern_Munich,"Bayern München e. V. (FCB, pronounced(listen)), also known as FC Bayern (pronounced  (listen)), Bayern Munich,",None,2022-08-01 07:06:02,None,None,https://pbs.twimg.com/profile_images/1566536908771332096/Z8KBc4iI_normal.jpg,132,1116,5111,tweet,None,"['Argentina', 'Warzone2', 'GBBO', 'Trump2024', 'MAGAGA', 'PMQs', 'RippleSwell', 'UkraineRussiaWar', '에이티즈', 'JEONGHAN', 'RedVelvet']","['https://tinyurl.com/mt2xerce', 'https://tinyurl.com/5e45t2y9', 'https://twitter.com/BayernMunich_TV/status/1592923369070301186/photo/1']",['3_1592923323490787328'],,['photo'],['https://pbs.twimg.com/media/FhszUrMaYAA_sw1.png'],2022-11-16 16:58:50
1592923363819024384,2022-11-16 16:51:39,United Arab Emirates vs Argentina      https://t.co/irwJsGXBQB    #Argentina  #Warzone2 #GBBO #Trump2024 #MAGAGA #PMQs #RippleSwell    #UkraineRussiaWar #에이티즈 #JEONGHAN #RedVelvet    Oman vs Germany  https://t.co/dCi3lE6ATj https://t.co/ejmd8gK3d8,en,Twitter Web App,Flamengo_LiveHD,1580194045049311232,Flamengo,"Clube de Regatas do Flamengo (Brazilian Portuguese:  English: Flamengo Rowing Club), more commonly referred to as simply Flame",None,2022-10-12 13:50:12,None,None,https://pbs.twimg.com/profile_images/1580195832934334464/BnWqRLIp_normal.jpg,15,225,450,tweet,None,"['Argentina', 'Warzone2', 'GBBO', 'Trump2024', 'MAGAGA', 'PMQs', 'RippleSwell', 'UkraineRussiaWar', '에이티즈', 'JEONGHAN', 'RedVelvet']","['https://tinyurl.com/mt2xerce', 'https://tinyurl.com/5e45t2y9', 'https://twitter.com/Flamengo_LiveHD/status/1592923363819024384/photo/1']",['3_1592923328742064128'],,['photo'],['https://pbs.twimg.com/media/FhszU-wagAAe3HW.png'],2022-11-16 16:58:50
1592923363617705984,2022-11-16 16:51:39,naaaah Al-Mazrah ain't ready 😭 #Warzone2 https://t.co/Zk5Av28bgu,en,Twitter Web App,McLoox,1485560384,.___.,,None,2013-06-05 17:25:45,None,None,https://pbs.twimg.com/profile_images/1427299299868692484/WHWUz6_f_normal.jpg,143,844,1944,tweet,None,['Warzone2'],['https://twitter.com/McLoox/status/1592923363617705984/video/1'],['7_1592922784350760960'],,['video'],['https://pbs.twimg.com/ext_tw_video_thumb/1592922784350760960/pu/img/80xxxO7OhIK0S5hu.jpg'],2022-11-16 16:58:50
1592923356801937409,2022-11-16 16:51:38,United Arab Emirates vs Argentina      https://t.co/XTyi1MzEtv    #Argentina  #Warzone2 #GBBO #Trump2024 #MAGAGA #PMQs #RippleSwell    #UkraineRussiaWar #에이티즈 #JEONGHAN #RedVelvet    Oman vs Germany  https://t.co/MboBBwXXLw https://t.co/cVi96r94EL,en,Twitter Web App,Palmeiras_HD,1580204609184108544,Palmeiras,"Palmeiras, is a Brazilian professional football club based in the city of São Paulo, in the district of Perdizes. Palmeiras is one of the most popular clubs in",None,2022-10-12 14:32:03,None,None,https://pbs.twimg.com/profile_images/1580205246990909445/XIleMNKy_normal.png,9,223,435,tweet,None,"['Argentina', 'Warzone2', 'GBBO', 'Trump2024', 'MAGAGA', 'PMQs', 'RippleSwell', 'UkraineRussiaWar', '에이티즈', 'JEONGHAN', 'RedVelvet']","['https://tinyurl.com/mt2xerce', 'https://tinyurl.com/5e45t2y9', 'https://twitter.com/Palmeiras_HD/status/1592923356801937409/photo/1']",['3_1592923331787124736'],,['photo'],['https://pbs.twimg.com/media/FhszVKGacAAB0BZ.png'],2022-11-16 16:58:50
1592923353828175872,2022-11-16 16:51:37,RT @ATVI_AB: Who's dropping in?   #Warzone2 https://t.co/AMyYOJ9nE6,en,Twitter Web App,IdInvaded,1562787872994127873,Id_invaded - ⚡Edgerunner ⚡,⚡Edgerunner ⚡,None,2022-08-25 13:04:28,None,None,https://pbs.twimg.com/profile_images/1572993923609501698/HCCZ_Vrj_normal.jpg,149,196,22263,retweeted,ATVI_AB,['Warzone2'],['https://twitter.com/CallofDuty/status/1592881063323668481'],[],1592922434424180737,[],[],2022-11-16 16:58:50
1592923350367887360,2022-11-16 16:51:36,United Arab Emirates vs Argentina      https://t.co/dU6vSoMSCK    #Argentina  #Warzone2 #GBBO #Trump2024 #MAGAGA #PMQs #RippleSwell    #UkraineRussiaWar #에이티즈 #JEONGHAN #RedVelvet    Oman vs Germany  https://t.co/HWKSI4O8YJ https://t.co/N4FRVslPjY,en,Twitter Web App,villarreal_HDTV,1580198906339930112,villarreal,"Villarreal Club de Fútbol, S.A.D. (Valencian: Vila-real Club de Futbol, S.A.D.), usually abbreviated to Villarreal CF or simply Villarreal, is a professional fo",None,2022-10-12 14:09:27,None,None,https://pbs.twimg.com/profile_images/1580200805248159747/LKKWp9Xp_normal.jpg,38,180,429,tweet,None,"['Argentina', 'Warzone2', 'GBBO', 'Trump2024', 'MAGAGA', 'PMQs', 'RippleSwell', 'UkraineRussiaWar', '에이티즈', 'JEONGHAN', 'RedVelvet']","['https://tinyurl.com/mt2xerce', 'https://tinyurl.com/5e45t2y9', 'https://twitter.com/villarreal_HDTV/status/1592923350367887360/photo/1']",['3_1592923334861533184'],,['photo'],['https://pbs.twimg.com/media/FhszVVjaMAA8YZY.png'],2022-11-16 16:58:50
1592923344835588097,2022-11-16 16:51:35,United Arab Emirates vs Argentina      https://t.co/gQDqMtsIt5    #Argentina  #Warzone2 #GBBO #Trump2024 #MAGAGA #PMQs #RippleSwell    #UkraineRussiaWar #에이티즈 #JEONGHAN #RedVelvet    Oman vs Germany  https://t.co/A8ktZbgsJO https://t.co/YzW5oI70qG,en,Twitter Web App,ArsenalHD_LIVE,1584241497607589888,Arsenal,,None,2022-10-23 17:53:19,None,None,https://pbs.twimg.com/profile_images/1584242017185329152/jClSD5m5_normal.jpg,1,30,213,tweet,None,"['Argentina', 'Warzone2', 'GBBO', 'Trump2024', 'MAGAGA', 'PMQs', 'RippleSwell', 'UkraineRussiaWar', '에이티즈', 'JEONGHAN', 'RedVelvet']","['https://tinyurl.com/mt2xerce', 'https://tinyurl.com/5e45t2y9', 'https://twitter.com/ArsenalHD_LIVE/status/1592923344835588097/photo/1']",['3_1592923338585690112'],,['photo'],['https://pbs.twimg.com/media/FhszVjbUUAAn9UW.png'],2022-11-16 16:58:50
